Date,Time,B_freq,B_ampl,gi_x_B1,gi_y_B1,gi_z_B1,gi_x_B2,gi_y_B2,gi_z_B2
2024-09-20,10:02:23,3033.0,0.01,-246836.87205123506,2310060.7090311837,191.02461228672254,878735.6710404679,11391.476500835788,44730.75676708099
2024-09-20,10:02:25,3033.0,0.071288,853962.1068073302,217347.9198260709,24.50912978547331,106723.74412261456,-8744.703607899515,-487.6530511267745
2024-09-20,10:02:28,3033.0,0.13258,-40797.15251394865,1570873.544536282,14.338871451944499,1319.0501648642482,-4932.282098139457,-1785.4929129097552
2024-09-20,10:02:30,3033.0,0.19386,34232.68092568534,46743.13519560252,11.186372802251872,934.6943679118821,9389.314794445636,-71.80053307104315
2024-09-20,10:02:33,3033.0,0.25515,199510.0353471367,43043.40203004649,14.17623151023714,821.0892551379753,992.3595010714002,-84.7174488951308
2024-09-20,10:02:35,3033.0,0.31644,219520.3751574153,147373.72340081973,18.467471506059834,1554.1652464812414,-6.93721510809246,65.94207200417902
2024-09-20,10:02:38,3033.0,0.37773,41050.878743462425,-1881.2594148209755,7.642617225587176,-1108.5827043341974,-1043.852092978733,-38.876008610253514
2024-09-20,10:02:40,3033.0,0.43902,38087.14225124461,-48868.495057747125,8.386723943113621,-756.3551858681253,-12951.858505882983,-516.447493245199
2024-09-20,10:02:43,3033.0,0.5003,21041.009103779124,-1037.9985577516272,7.2180068956814365,-9501.079601311232,-532.9763636323563,-23.597531121763097
2024-09-20,10:02:45,3033.0,0.56159,-18368.594052805965,75726.28141320293,7.604256554014559,995.621444046188,6789.687228818709,-13.426915459867642
2024-09-20,10:02:48,3033.0,0.62288,30374.93701088532,-109945.69886656152,4.325583882967259,610.5028243837774,8073.4301576590005,15.155488020136739
2024-09-20,10:02:50,3033.0,0.68417,28516.988812179028,-112142.57812127931,6.1539349602508695,253.0076046339615,472.24188436087184,-19.689433845817355
2024-09-20,10:02:53,3033.0,0.74546,-19111.161832423113,-16316.80504615896,8.615462760640613,-978.3220525053495,240.8562312815069,-15.791458479489235
2024-09-20,10:02:55,3033.0,0.80674,43136.1397543368,7065.915606165968,5.358051971309226,-822.2600887846653,414.89775984001903,-18.715975034959275
2024-09-20,10:02:58,3033.0,0.86803,18117.86393885528,9637.49913972087,4.9258287449566405,-204.51404372890408,27.348362391999085,-9.897836172295998
2024-09-20,10:03:00,3033.0,0.92932,21186.084729598755,28380.300873395765,4.82867355052095,-161.42956074075718,-2081.125098210689,-29.31731552429855
2024-09-20,10:03:03,3033.0,0.99061,-6150.219006682222,71044.65260204981,5.061763747412997,3002.3870866637667,-317.07340167320143,-10.295383819066828
2024-09-20,10:03:06,3033.0,1.0519,34370.34297608945,1176380.9594075738,-11.63356127434001,303.4688041069475,227.92081577228467,56.05057982600905
2024-09-20,10:03:08,3033.0,1.1132,-3040.7546904156966,1926147.9830058122,17.528448748349362,-582.9654231209518,235.1810622855427,-41.635836865360595
2024-09-20,10:03:11,3033.0,1.1745,-7354.80052587736,13232.833220387272,3.676789963099663,-102.15373352107837,487.8129025702645,-5.623006686594326
2024-09-20,10:03:13,3033.0,1.2358,-43928.74949843679,-23601.843831389153,2.3766767275734524,-358.823882417006,55.05794889563083,-36.10353764028836
2024-09-20,10:03:16,3033.0,1.297,6159.568114028792,-18862.213587546747,-7.959454853039815,-300.1332145280525,-254.95888722802613,-9.049294900691454
2024-09-20,10:03:18,3033.0,1.3583,10132.788270406514,63626.02426579853,4.694479111786192,-277.05902566988345,256.10021220469844,-16.309780597970708
2024-09-20,10:03:21,3033.0,1.4196,14297.171325692461,1485810.4937104853,12.186862181641763,-374.18357410878133,-1025.475797898301,-10.100228239767242
2024-09-20,10:03:23,3033.0,1.4809,15443.843542604036,-30989.04380391631,5.736996818127783,-1046.1854392086682,123.90135608921912,-9.627643314208415
2024-09-20,10:03:26,3033.0,1.5422,-42234.70348393691,47243.537216576784,16.41020552522296,-504.5367346804184,-2563.5508197141885,-8.931462186058328
2024-09-20,10:03:29,3033.0,1.6035,48790.32922857928,-150282.1365326839,147.26722852933088,4897.354703882507,292.8450940793386,-12.277987935811723
2024-09-20,10:03:31,3033.0,1.6648,26419.820547393214,-25555028.830420766,55.08110675719326,-685.7314807296239,3364.3472530119852,-6.621303756386953
2024-09-20,10:03:34,3033.0,1.7261,81220.8645218292,947807.3181142331,108.06722916722447,2968.021472370265,-593.5630168937033,-15.733203789774317
2024-09-20,10:03:36,3033.0,1.7874,77870.79704163285,-83777.32660707824,37.073604005932125,-672.4805634110356,-875.1128565387216,-9.003629044499961
2024-09-20,10:03:39,3033.0,1.8486,87353.95444333022,111957.6256564004,24.127058633509876,701.5212419814619,-2159.0118098817543,-11.251617256320657
2024-09-20,10:03:41,3033.0,1.9099,70775.79834906796,289977.99703311076,14.210767936501021,-599.270447614153,-2761.0157955943673,-10.760054727134053
2024-09-20,10:03:44,3033.0,1.9712,47840.19137622358,383050.2564619064,10.76284712025079,-1643.0464139387195,-1884.1554826208587,-12.622271822469282
2024-09-20,10:03:46,3033.0,2.0325,56254.87522077717,-581003.5844543789,9.092211944465852,-976.2921837876988,-2245.5711181829997,-15.330456984288581
2024-09-20,10:03:49,3033.0,2.0938,51226.12646430117,201088.8023416686,7.821559212749918,-1416.362251579092,-2348.7562596452876,-21.135844883666703
2024-09-20,10:03:51,3033.0,2.1551,309354.84262471367,-66960.62767379881,6.045420432036436,-2080.2665591365426,-2343.580706960898,-32.18475882823263
2024-09-20,10:03:54,3033.0,2.2164,33134.72847626012,211832.73361700357,6.7693324120634095,-8778.091977950893,-2671.5634653811435,-111.36682028367149
2024-09-20,10:03:56,3033.0,2.2777,-22390.525929129377,23252.824036453934,8.150241408446837,3717.6064439369206,-2707.703923917346,170.21759567027516
2024-09-20,10:03:59,3033.0,2.3389,-35730.41903481415,113088.80388885213,8.91272684037683,-68099.31540207294,-5240.901764540208,-3437.313543157287
2024-09-20,10:04:01,3033.0,2.4002,18776.079535987137,61318.870323257055,17.01717240130434,6024.495993997004,-2435.804396759038,307.7670327209662
2024-09-20,10:04:04,3033.0,2.4615,28382.317124182522,232259.09477859802,44.18085068634346,6754.4219361832775,-2926.026711636057,-201.33723196611618
2024-09-20,10:04:06,3033.0,2.5228,19716.04757222775,33312.03587766615,24.971599533472887,-457.5473442831596,879.03777320958,11.046223974511316
2024-09-20,10:04:09,3033.0,2.5841,15115.384314281926,30355.780146804125,8.815862822765716,-3957.9995263448404,-1317.6071767101714,-31.808299619893543
2024-09-20,10:04:11,3033.0,2.6454,-5845.548813482949,23148.241806784583,8.006310252954735,-504.5992783835202,-5.3554410503795395,-10.33749694532428
2024-09-20,10:04:14,3033.0,2.7067,-95418.53684823455,15556.316962254461,8.346373545163637,53.44430459507305,-474.76049359212146,-15.170687184853685
2024-09-20,10:04:16,3033.0,2.768,38921.22114244652,26492.702915407746,8.534134091969166,-597.4064410499758,-439.67756382414194,-10.546348118412816
2024-09-20,10:04:19,3033.0,2.8292,21784.508663099656,296701.92473544047,15.450638730418378,-1317.9210813924542,-2065.4080495688017,-10.761929193592495
2024-09-20,10:04:21,3033.0,2.8905,25894.875174342164,-59503.07135459461,9.258867510108553,-549.5629360243292,-7415.162088890685,-10.421263606609957
2024-09-20,10:04:24,3033.0,2.9518,-42082.8525566884,-153742.89248862985,1.413891416305838,-2538.6106629799287,275.18451481161395,-6.574676957250513
2024-09-20,10:04:26,3033.0,3.0131,-492268.0785557753,-242485.21172763247,-46.08602712740424,-13079.01133875641,-892.7866416816405,-7.465462386719838
2024-09-20,10:04:29,3033.0,0.01,-147478.52413933928,3163131.8977882904,182.91597823277127,7207.420496745501,-11928.4925384375,-152.9135033835882
2024-09-20,10:04:31,3033.0,0.071288,511843.20637673396,311114.53342503565,36.83079311042985,2758.519501207047,-2666.0284816680105,-261.8368212992991
2024-09-20,10:04:34,3033.0,0.13258,-10336.431204060138,-42534.31136600072,20.511866536403517,3212.928029232953,-7648.938060346608,217.80556467394499
