B Freq,B Ampl,X1,Y1,R1,T1,X2,Y2,R2,T2
1033,0.7700000000000004,0.0001809544483,6.4980427851e-05,0.00019370821246,20.31974411,0.00013340823352,-0.00010442821076,0.00016941962531,-38.052837372
1033,0.7890000000000004,0.00013253600628,6.3247956859e-05,0.00014685399947,25.511098862,0.00013023788051,-0.00010751131776,0.00016888040409,-39.539653778
1033,0.8080000000000004,7.7394630353e-05,6.2906641688e-05,9.9735516415e-05,39.1043396,0.00012724705448,-0.00011304071813,0.00017020580708,-41.616485596
1033,0.8270000000000004,1.9843393602e-05,6.0771391873e-05,6.5236563387e-05,72.900566101,0.00012534789857,-0.00011604721658,0.00017081876285,-42.793544769
1033,0.8460000000000004,-3.4697633964e-05,5.7221732277e-05,6.6919754317e-05,121.23143005,0.00012202732614,-0.00011769938283,0.0001695400133,-43.965709686
1033,0.8650000000000004,-8.4790997789e-05,5.3432922869e-05,0.00010022271454,147.78199768,0.0001199915132,-0.00011918335076,0.00017190341896,-44.793685913
1033,0.8840000000000005,-0.00012701388914,5.1732509746e-05,0.00013714510715,157.83900452,0.00011971654749,-0.00012089718075,0.00017014164769,-45.28112793
1033,0.9030000000000005,-0.00015822972637,4.8193196562e-05,0.00016540625074,163.06044006,0.00011497776723,-0.00011785677634,0.00016465145745,-45.708423615
1033,0.9220000000000005,-0.00017793905863,4.5497308747e-05,0.00018366359291,165.6572876,0.00011533570796,-0.00011512450874,0.00016296004469,-44.947486877
1033,0.9410000000000005,-0.0001854008151,4.3194140744e-05,0.00019036595768,166.8853302,0.00011424399418,-0.00011270680261,0.00016216941003,-44.026756287
1033,0.9600000000000005,-0.00018160806212,4.130862726e-05,0.000186246878,167.1855011,0.00011472903134,-0.00010670473421,0.00015668009291,-42.924629211
1033,0.9790000000000005,-0.00016604879056,3.9890604967e-05,0.0001707731135,166.49156189,0.00011677751172,-0.00010088675481,0.00015432150394,-40.824478149
1033,0.9980000000000006,-0.00013855342695,3.8608006435e-05,0.00014383195958,164.42945862,0.00011658273434,-9.3354719866e-05,0.00014935407671,-38.686328888
1033,1.0170000000000006,-0.00010436345474,3.7362049625e-05,0.00011084970174,160.30265808,0.00011792533769,-8.606553456e-05,0.00014599198767,-36.12311554
1033,1.0360000000000005,-6.3762090576e-05,3.7758905819e-05,7.4103569204e-05,149.36663818,0.00011926959996,-7.837483281e-05,0.00014271598775,-33.309844971
1033,1.0550000000000004,-2.1316622224e-05,3.7865644117e-05,4.3453488615e-05,119.37750244,0.00011988236656,-6.9951682235e-05,0.00014115187514,-30.367460251
1033,1.0740000000000003,2.0134280931e-05,3.9328246203e-05,4.4182575948e-05,62.889602661,0.00012132595293,-6.4098356233e-05,0.0001372172992,-27.848176956
1033,1.0930000000000002,6.1170539993e-05,3.9440430555e-05,7.2783121141e-05,32.81237793,0.00012104717462,-5.7188761275e-05,0.00013387671788,-25.288396835
1033,1.112,9.693748143e-05,4.0527891542e-05,0.0001050684732,22.688964844,0.00012012149091,-5.1812901802e-05,0.00013081953512,-23.332345963
1033,1.131,0.00012633073493,4.1471277655e-05,0.00013351278903,18.411216736,0.00011849147995,-4.7566627472e-05,0.00012768246233,-21.872255325
1033,1.15,0.00014385592658,4.2120609578e-05,0.00014989553893,16.319881439,0.00011589040514,-4.4730695663e-05,0.00012371371849,-21.196409225
1033,1.1689999999999998,0.00015821847774,4.4431868446e-05,0.00016451929696,15.668484688,0.00011334390729,-4.2226565711e-05,0.00012095423153,-20.433006287
1033,1.1879999999999997,0.00016265375598,4.4266864279e-05,0.00016856985167,15.224538803,0.00011002978863,-4.1644561861e-05,0.00011764703959,-20.730873108
1033,1.2069999999999996,0.00015778667876,4.4414588046e-05,0.00016391855024,15.721116066,0.00010767356434,-4.063772576e-05,0.00011508700845,-20.677307129
1033,1.2259999999999995,0.00014386892144,4.4530683226e-05,0.00015060295118,17.198476791,0.00010533988825,-4.068555063e-05,0.00011292389536,-21.118116379
1033,1.2449999999999994,0.00012120907195,4.4372118282e-05,0.00012907564815,20.106624603,0.00010233547073,-4.316570994e-05,0.00011106677266,-22.870306015
1033,1.2639999999999993,9.2037989816e-05,4.4344051275e-05,0.00010216353257,25.724842072,0.00010063793161,-4.4722881285e-05,0.00011007234571,-23.972894669
1033,1.2829999999999993,5.7820470829e-05,4.287732736e-05,7.1983828093e-05,36.559139252,9.8977136076e-05,-4.6868593927e-05,0.00010951318836,-25.763792038
1033,1.3019999999999992,2.1221267161e-05,4.2242107156e-05,4.7273009841e-05,63.326305389,9.7726035165e-05,-4.8759226047e-05,0.00010921464855,-26.516347885
1033,1.320999999999999,-1.6467160094e-05,4.0551214624e-05,4.3767209718e-05,112.10122681,9.598510951e-05,-5.0824466598e-05,0.00010861062037,-27.901378632
1033,1.339999999999999,-4.9968537496e-05,3.8660924474e-05,6.3178493292e-05,142.27067566,9.460887668e-05,-5.229110684e-05,0.00010809809464,-28.929790497
1033,1.3589999999999989,-8.121591236e-05,3.8283429603e-05,9.0792986157e-05,155.01237488,9.3175876827e-05,-5.3270057833e-05,0.0001073286694,-29.757255554
1033,1.3779999999999988,-0.00010341440066,3.4941644117e-05,0.00010915795428,161.3309021,9.1970461654e-05,-5.3558553191e-05,0.00010642876441,-30.168043137
1033,1.3969999999999987,-0.0001219707774,3.4922573832e-05,0.00012825489102,164.13221741,9.1606088972e-05,-5.3787243814e-05,0.00010622966511,-30.419664383
1033,1.4159999999999986,-0.00012893613894,3.3277610783e-05,0.0001361619652,165.49076843,9.0382636699e-05,-5.2824667364e-05,0.00010468747496,-30.30439949
1033,1.4349999999999985,-0.00013003860659,3.1971576391e-05,0.00013391124958,166.18708801,8.933020581e-05,-5.1419548981e-05,0.0001030720814,-29.925251007
1033,1.4539999999999984,-0.00012270566367,3.1217230571e-05,0.00012661435176,165.72631836,9.1086913017e-05,-4.9202812079e-05,0.00010352653044,-28.376779556
1033,1.4729999999999983,-0.00010804796329,3.0672039429e-05,0.00011231712415,164.15209961,8.7790001999e-05,-4.5482440328e-05,9.8872333183e-05,-27.387870789
1033,1.4919999999999982,-8.7346103101e-05,3.0448934922e-05,9.2501250037e-05,160.78138733,8.9887609647e-05,-4.3537667807e-05,9.9876480817e-05,-25.843536377
1033,1.5109999999999981,-6.0932052293e-05,3.1134124583e-05,6.8425491918e-05,152.93455505,9.0352659754e-05,-3.9622453187e-05,9.8658711067e-05,-23.678945541
1033,1.529999999999998,-3.1126124668e-05,2.9883563911e-05,4.4977878133e-05,136.7026062,9.2756097729e-05,-3.7552414142e-05,0.00010006935918,-22.306030273
1033,1.548999999999998,-1.3217395463e-06,3.1809075153e-05,3.2265124901e-05,94.311050415,9.2429079814e-05,-3.3694217564e-05,9.8379037809e-05,-20.028884888
1033,1.5679999999999978,2.8508635296e-05,3.2210798963e-05,4.3014861149e-05,48.489097595,9.3421949714e-05,-3.1028550438e-05,9.8885240732e-05,-18.287387848
1033,1.5869999999999977,5.656542271e-05,3.179801206e-05,6.4890366048e-05,29.342330933,9.3011600256e-05,-2.8062415367e-05,9.7152755188e-05,-16.789022446
1033,1.6059999999999977,7.7215474448e-05,3.2989290048e-05,8.3967388491e-05,23.133953094,9.2733949714e-05,-2.6422854717e-05,9.6623436548e-05,-15.870388985
1033,1.6249999999999976,9.6814073913e-05,3.372543506e-05,0.00010282393487,19.40019989,9.1829664598e-05,-2.459938878e-05,9.5167903055e-05,-14.992772102
1033,1.6439999999999975,0.00011014388292,3.4438704461e-05,0.00011540234846,17.362905502,9.0847905085e-05,-2.216872781e-05,9.3480884971e-05,-14.100941658
1033,1.6629999999999974,0.00011651386012,3.5183042201e-05,0.00012171002163,16.802448273,8.9075161668e-05,-2.2224210625e-05,9.1805770353e-05,-14.009251595
1033,1.6819999999999973,0.00011558117694,3.457846833e-05,0.00012064277689,16.655626297,8.705102664e-05,-2.1409345209e-05,8.9645087428e-05,-13.817107201
1033,1.7009999999999972,0.00010892983119,3.5255972762e-05,0.00011479811656,17.885322571,8.5939085693e-05,-2.218564623e-05,8.8756576588e-05,-14.475180626
1033,1.719999999999997,9.4970673672e-05,3.5034834582e-05,0.00010174850468,20.61243248,8.3851846284e-05,-2.2380929295e-05,8.6787309556e-05,-14.944453239
1033,1.738999999999997,7.5760479376e-05,3.5064618714e-05,8.3481601905e-05,24.836362839,8.2283615484e-05,-2.3735115974e-05,8.5638479504e-05,-16.662658691
1033,1.757999999999997,5.2336064982e-05,3.449995711e-05,6.2684215663e-05,33.392887115,8.1505939306e-05,-2.4435013984e-05,8.5089886852e-05,-16.688428879
1033,1.7769999999999968,2.5944205845e-05,3.3862739656e-05,4.2658964958e-05,52.542179108,7.9531491792e-05,-2.5917010134e-05,8.4907391283e-05,-18.129487991
1033,1.7959999999999967,-5.828188705e-07,3.2899293728e-05,3.2904452382e-05,91.014892578,7.8765857324e-05,-2.7158623197e-05,8.3316568634e-05,-19.0242939
1033,1.8149999999999966,-2.9768296372e-05,3.1844465411e-05,4.3591531721e-05,133.07000732,7.6924057794e-05,-2.8216260034e-05,8.1935759226e-05,-20.143375397
1033,1.8339999999999965,-5.2167390095e-05,3.0496099498e-05,6.0427220888e-05,149.69021606,7.6754644397e-05,-2.9301467293e-05,8.2157479483e-05,-20.894607544
1033,1.8529999999999964,-7.1869180829e-05,3.0102359233e-05,7.9096156696e-05,157.63041687,7.5735835708e-05,-3.0334353141e-05,8.1584861618e-05,-21.827505112
1033,1.8719999999999963,-8.6513442511e-05,2.8313546864e-05,9.1028741735e-05,161.87808228,7.5080897659e-05,-2.9791441193e-05,8.0775440438e-05,-21.642744064
1033,1.8909999999999962,-9.387141472e-05,2.8321612263e-05,9.8050790257e-05,163.46687317,7.3754548794e-05,-2.9618646295e-05,7.9479541455e-05,-21.87960434
1033,1.9099999999999961,-9.6192001365e-05,2.6868403438e-05,9.9873985164e-05,164.19267273,7.3730610893e-05,-2.9289007216e-05,7.9335040937e-05,-21.665130615
1073.0,0.01,0.00010236477101,1.8275854018e-05,0.00010398343147,10.122735023,1.4980556671e-06,-1.2188852452e-06,1.9312824406e-06,-39.133342743
1073.0,0.028999999999999998,0.000289579737,5.2013889217e-05,0.00029421399813,10.1828022,2.9156813071e-06,-8.2024071162e-06,8.7052112576e-06,-70.431396484
1073.0,0.048,0.00045784199028,8.1785568909e-05,0.00046508939704,10.1280756,2.3691532078e-06,-2.1436724637e-05,2.1567244403e-05,-83.693351746
1073.0,0.067,0.00059752777452,0.0001060884606,0.00060687249061,10.067705154,-1.2828223817e-07,-4.1656770918e-05,4.1656974645e-05,-90.176437378
1073.0,0.08600000000000001,0.00071176688652,0.00012550472456,0.00073252629954,10.043338776,-3.8675921132e-06,-6.7100671004e-05,6.7619141191e-05,-97.099708557
1073.0,0.10500000000000001,0.00079847231973,0.00013962117373,0.00081058748765,9.9184827805,-4.9104378377e-06,-9.5426345069e-05,9.6087205748e-05,-96.723640442
1073.0,0.12400000000000001,0.00086425780319,0.00014994596131,0.00087716896087,9.8426551819,-1.0561253475e-05,-0.00012516487914,0.00012560965843,-94.823112488
1073.0,0.14300000000000002,0.00091013673227,0.00015691870067,0.00093614897924,9.947142601,-1.6936619431e-05,-0.00016075638996,0.00016164609406,-96.01424408
1073.0,0.162,0.00094304117374,0.00016518747725,0.00095739943208,9.9353981018,-2.0629076971e-05,-0.00019810062076,0.00019917181635,-95.945022583
1073.0,0.181,0.00093571341131,0.00016190232418,0.00094961671857,9.8164415359,-2.0400189896e-05,-0.00023787937243,0.000238752531,-94.901596069
1073.0,0.19999999999999998,0.00092557736207,0.00016419465828,0.00094002834521,10.059448242,-2.4970902814e-05,-0.0002816360211,0.00028274086071,-95.066802979
1073.0,0.21899999999999997,0.00090103381081,0.00016799336299,0.00092231860617,10.671635628,-1.9306689865e-05,-0.0003234447795,0.00032402048237,-93.415977478
1073.0,0.23799999999999996,0.00084066233831,0.00016345412587,0.00086747301975,11.272481918,-1.009132211e-05,-0.00036426729639,0.00036440702388,-91.586860657
1073.0,0.25699999999999995,0.00076952605741,0.00016267463798,0.00078653253149,11.936358452,-6.3713587224e-06,-0.00041217720718,0.00041238439735,-91.81627655
1073.0,0.27599999999999997,0.00067417224636,0.00015964957129,0.00069281761535,13.322694778,3.2039574762e-06,-0.00044903258095,0.00044904401875,-89.591178894
1073.0,0.295,0.00055879371939,0.00015678297495,0.00058037176495,16.377122879,1.867080573e-05,-0.00048294835142,0.0004833090934,-87.78604126
1073.0,0.314,0.0004296315019,0.00015239955974,0.0004558605724,19.530691147,3.3684464142e-05,-0.00051007937873,0.00051119038835,-86.764480591
1073.0,0.333,0.00029243514291,0.00014923386334,0.00032831242424,27.03587532,4.7896395699e-05,-0.0005289419787,0.00053110613953,-84.825897217
1073.0,0.35200000000000004,0.00015353575873,0.00014349006233,0.0002101490536,43.062942505,6.1123144405e-05,-0.00053532788297,0.00054568302585,-83.706123352
1073.0,0.37100000000000005,2.1776455469e-05,0.00013648778258,0.00013821407629,80.934936523,7.1013557317e-05,-0.00053483509691,0.00053952896269,-82.436698914
1073.0,0.39000000000000007,-9.4191091193e-05,0.00012256133778,0.00015457440168,127.54305267,7.960532821e-05,-0.00052143016364,0.00052747171139,-81.319824219
1073.0,0.4090000000000001,-0.00019062317733,0.00011139969865,0.00022078740585,149.6980896,8.7556312792e-05,-0.00050338660367,0.00051094440278,-80.132987976
1073.0,0.4280000000000001,-0.00026414296008,9.9435157608e-05,0.00028223899426,159.37141418,9.5379335107e-05,-0.00047853437718,0.00048794710892,-78.727775574
1073.0,0.4470000000000001,-0.00031335139647,8.7938933575e-05,0.00032545719296,164.32374573,0.00010180633399,-0.00045019589015,0.00046156346798,-77.257568359
1073.0,0.46600000000000014,-0.0003402060247,7.9260491475e-05,0.00034931700793,166.88528442,0.00011198696302,-0.00042112747906,0.00043576303869,-75.108428955
1073.0,0.48500000000000015,-0.00034436417627,7.2079405072e-05,0.00035182686406,168.17799377,0.00012181494094,-0.00038942316314,0.00040803098818,-72.629859924
1073.0,0.5040000000000001,-0.00032736349385,6.4265128458e-05,0.00033361185342,168.89341736,0.00012994723511,-0.00035584176658,0.0003788266622,-69.938674927
1073.0,0.5230000000000001,-0.00029397645267,6.0131307691e-05,0.00030006322777,168.43991089,0.00013997458154,-0.0003234524338,0.00035244057653,-66.599365234
1073.0,0.5420000000000001,-0.00024267773551,5.5180073105e-05,0.00024887209293,167.18986511,0.00015182966308,-0.00029287746293,0.00032989308238,-62.597465515
1073.0,0.5610000000000002,-0.0001832825219,5.561409489e-05,0.00019153436006,163.12042236,0.00015626214736,-0.00025784570607,0.00030150005477,-58.782886505
1073.0,0.5800000000000002,-0.00011432555038,5.2433792007e-05,0.00012577613234,155.36209106,0.00016385156778,-0.00022889234242,0.00028149431455,-54.403182983
1073.0,0.5990000000000002,-4.4058208005e-05,5.3110103181e-05,7.2071845352e-05,129.59477234,0.00016791405506,-0.00020037166541,0.00026142669958,-50.036556244
1073.0,0.6180000000000002,2.612166827e-05,5.3647803725e-05,5.9669324401e-05,64.038070679,0.00016952332226,-0.00017596098769,0.00024529188522,-45.920082092
1073.0,0.6370000000000002,9.1669789981e-05,5.301076817e-05,0.00010589377052,30.039915085,0.00017037715588,-0.00015414934023,0.0002311427088,-42.230804443
1073.0,0.6560000000000002,0.00014625300537,5.8466437622e-05,0.00015764233831,21.769916534,0.00016830222739,-0.00013735443645,0.00021751651366,-39.158412933
1073.0,0.6750000000000003,0.00019214337226,5.6773962569e-05,0.00020035558555,16.461200714,0.00016415480059,-0.00012162435451,0.00020430193399,-36.53521347
1073.0,0.6940000000000003,0.00022781272128,5.8597739553e-05,0.00023522828997,14.424858093,0.00015973985137,-0.00011112970242,0.0001951825252,-35.322753906
1073.0,0.7130000000000003,0.00025005993666,6.101085819e-05,0.00025739520788,13.711421967,0.00015326421999,-0.00010369517258,0.00018530221132,-34.737323761
1073.0,0.7320000000000003,0.00025859652669,6.174579903e-05,0.00026586596505,13.429224968,0.00014678156003,-9.8800228443e-05,0.00017693589325,-33.944915771
1073.0,0.7510000000000003,0.00025307424949,6.2128121499e-05,0.00026058871299,13.79297924,0.00014041656686,-9.7025556897e-05,0.000170677391,-34.643836975
1073.0,0.7700000000000004,0.00023464515107,6.2297636759e-05,0.00024277425837,14.868843079,0.00013469600526,-9.7765972896e-05,0.00016643675917,-35.973148346
1073.0,0.7890000000000004,0.00020291937108,6.2703351432e-05,0.00021238641057,17.171474457,0.00012988083472,-9.9247539765e-05,0.00016367454373,-38.218799591
1073.0,0.8080000000000004,0.000161111122,6.2664461439e-05,0.00017286883667,21.253633499,0.00012540219177,-0.00010419319733,0.00016268405307,-39.826393127
1073.0,0.8270000000000004,0.0001118293585,6.1873477534e-05,0.00012780504767,28.955087662,0.00012263239478,-0.00010630083852,0.00016229161702,-40.919567108
1073.0,0.8460000000000004,5.7956822275e-05,6.0849633883e-05,8.4033745225e-05,46.394813538,0.00012056416745,-0.00011206167255,0.00016491756833,-42.804664612
1073.0,0.8650000000000004,2.2157421427e-06,5.6869270338e-05,5.6912413129e-05,87.768760681,0.00011871198512,-0.00011427737627,0.00016477820463,-43.90958786
1073.0,0.8840000000000005,-4.7237597755e-05,5.4251344409e-05,7.5330419349e-05,131.41165161,0.0001157298102,-0.00011675525457,0.00016533592134,-44.924137115
1073.0,0.9030000000000005,-9.3906615803e-05,5.2883227909e-05,0.00010908415425,151.00108337,0.00011405270925,-0.00011670254753,0.00016317937116,-45.657913208
1073.0,0.9220000000000005,-0.00013205903815,4.9998259783e-05,0.0001412069978,159.26304626,0.00011399413779,-0.00011729765538,0.00016449300165,-45.486553192
1073.0,0.9410000000000005,-0.00016028812388,4.7013614676e-05,0.00016973301535,163.46737671,0.00011249882664,-0.00011398647621,0.00016015274741,-45.376331329
1073.0,0.9600000000000005,-0.00017635703261,4.2995874537e-05,0.00018152258417,166.29855347,0.00011018590885,-0.0001106600248,0.00015616201563,-45.123001099
1073.0,0.9790000000000005,-0.00018237880431,4.1443574446e-05,0.00018702834495,167.19755554,0.00011224865739,-0.00010737046978,0.0001553324837,-43.727550507
1073.0,0.9980000000000006,-0.00017724599456,3.9450947952e-05,0.00018158336752,167.45178223,0.00011252300465,-0.00010302082228,0.00015256053302,-42.081623077
1073.0,1.0170000000000006,-0.00016290866188,3.8310219679e-05,0.00016735262761,166.44259644,0.00011479442765,-9.7273550637e-05,0.0001504656102,-40.276992798
1073.0,1.0360000000000005,-0.00013667902385,3.7068875827e-05,0.000141616576,164.82574463,0.00011539294792,-9.0186280431e-05,0.00014645510237,-38.009681702
1073.0,1.0550000000000004,-0.000105620471,3.7544996303e-05,0.0001120950983,160.43118286,0.00011682503828,-8.3377228293e-05,0.00014568369079,-35.4871521
1073.0,1.0740000000000003,-6.8061795901e-05,3.8021698856e-05,7.9181372712e-05,151.30250549,0.00011636850104,-7.5460942753e-05,0.00013869385293,-32.96200943
1073.0,1.0930000000000002,-2.5406661734e-05,3.5759974708e-05,4.3866548367e-05,125.39292908,0.0001177147351,-6.86557687e-05,0.00013627315639,-30.252380371
1073.0,1.112,1.3341752492e-05,3.7822977902e-05,4.0107104724e-05,70.570106506,0.00011946092127,-6.2602426624e-05,0.00013487020624,-27.656383514
1073.0,1.131,5.3301046137e-05,3.7934507418e-05,6.5421932959e-05,35.439567566,0.00011911040929,-5.5719574448e-05,0.00013149889128,-25.070085526
1073.0,1.15,8.1618367403e-05,3.9524013118e-05,9.0684647148e-05,25.838766098,0.00011794161401,-5.2182756917e-05,0.00012897001579,-24.265716553
1073.0,1.1689999999999998,0.0001126054849,4.0359514969e-05,0.00011961974815,19.718450546,0.0001166113434,-4.8141726438e-05,0.00012618163601,-22.428314209
1073.0,1.1879999999999997,0.00013662676793,4.1526207497e-05,0.00014279810421,16.906072617,0.0001144046837,-4.4216234528e-05,0.00012265198166,-21.131002426
1073.0,1.2069999999999996,0.00015294326295,4.1215713281e-05,0.00015839941625,15.081997871,0.000111904199,-4.1372026317e-05,0.0001193071439,-20.289821625
1073.0,1.2259999999999995,0.00016066404351,4.2587271309e-05,0.00016621254326,14.845993042,0.00010838401067,-4.0479379095e-05,0.00011569647177,-20.479709625
1073.0,1.2449999999999994,0.00016024649085,4.3118059693e-05,0.00016594608314,15.060076714,0.00010568270955,-3.9844715502e-05,0.00011294439901,-20.657550812
1073.0,1.2639999999999993,0.00015055188851,4.3423737225e-05,0.00015668915876,16.089168549,0.00010246298189,-3.9640544856e-05,0.00010982538515,-21.653661728
1073.0,1.2829999999999993,0.00013288889022,4.3104471843e-05,0.0001397048909,17.971235275,9.9737517303e-05,-4.1174200305e-05,0.0001079025169,-22.754455566
1073.0,1.3019999999999992,0.00010854672291,4.3284278945e-05,0.00011696365982,21.719688416,9.7472926427e-05,-4.2789190047e-05,0.00010626010044,-23.746042252
1073.0,1.320999999999999,7.7592820162e-05,4.2954274249e-05,8.8784385298e-05,29.195739746,9.5327857707e-05,-4.3850723159e-05,0.00010492990259,-24.702383041
1073.0,1.339999999999999,4.4887390686e-05,4.1020306526e-05,6.0807429691e-05,42.422603607,9.4032591733e-05,-4.5585817134e-05,0.00010449973342,-25.863525391
1073.0,1.3589999999999989,8.4787589003e-06,4.0424423787e-05,4.1304032493e-05,78.154289246,9.2482077889e-05,-4.7809113312e-05,0.00010410881077,-27.33694458
1073.0,1.3779999999999988,-2.5968798582e-05,3.8876827603e-05,4.6752393246e-05,123.74197388,9.083837358e-05,-4.9991493142e-05,0.00010368585936,-28.825504303
1073.0,1.3969999999999987,-5.7373847085e-05,3.7005211198e-05,7.0971509558e-05,147.09187317,8.9740562544e-05,-5.0679329433e-05,0.00010306193872,-29.454782486
